Time,Time Code,Country Name,Country Code,Domestic credit to private sector (% of GDP) [FS.AST.PRVT.GD.ZS],Age dependency ratio old (% of working-age population) [SP.POP.DPND.OL],Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Population in urban agglomerations of more than 1 million (% of total population) [EN.URB.MCTY.TL.ZS],Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Inflation consumer prices (annual %) [FP.CPI.TOTL.ZG],Inflation GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG],Adjusted savings: net national savings (% of GNI) [NY.ADJ.NNAT.GN.ZS],Coverage of unemployment benefits and ALMP (% of population) [per_lm_alllm.cov_pop_tot],Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Government expenditure per student tertiary (% of GDP per capita) [SE.XPD.TERT.PC.ZS],Government expenditure on education total (% of GDP) [SE.XPD.TOTL.GD.ZS],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],Net lending (+) / net borrowing (-) (% of GDP) [GC.NLD.TOTL.GD.ZS]
1963,YR1963,Luxembourg,LUX,..,16.8309097464247,1.03901066517559,..,..,..,2.87632246212671,3.14595299038119,..,..,..,..,..,..,..,..
1963,YR1963,Netherlands,NLD,..,15.0203220023063,1.3484919646048,354.442120853081,15.748364987833,..,3.24364737396402,4.6994703251016,..,..,..,..,..,..,..,..
1963,YR1963,New Zealand,NZL,..,14.116678428605,1.98658254381755,9.61528236679199,19.3705663954499,..,1.96849850441886,..,..,..,..,..,..,..,..,..
1963,YR1963,Norway,NOR,..,18.3798931196591,0.756123515554719,10.0385961165686,16.2995764122931,..,2.47161052896496,3.39269846345016,..,..,..,..,..,..,..,..
1963,YR1963,Poland,POL,..,10.3493749817471,1.32252564710048,100.270985014202,3.83520448033342,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Portugal,PRT,..,13.3868226930499,0.403565948731515,98.6924043715847,27.2762477222656,..,2.02158272759787,0.567802492908399,..,..,..,..,..,..,..,..
1963,YR1963,Slovenia,SVN,..,13.0729550056855,0.827298841981668,80.2865441906653,..,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Slovak Republic,SVK,..,12.0773464295074,1.02883408574012,89.0232224532225,..,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Spain,ESP,..,13.302078607669,0.877043251659206,62.6208551762776,17.3019598806275,..,8.74369768409144,7.84537469002173,..,..,..,..,..,..,..,..
1963,YR1963,Switzerland,CHE,97.4203601454338,15.8559644843934,2.13766282113072,144.056036227484,10.1736190930952,..,3.44021288042956,..,..,..,..,..,..,..,..,..
1963,YR1963,Sweden,SWE,37.6650188413064,18.5855953564307,0.563633784442054,18.5317736511186,11.9793096773311,..,2.87174034485769,2.76190187408008,..,..,..,..,..,..,..,..
1963,YR1963,United Kingdom,GBR,19.343360828077,18.5795473834393,0.748366448717305,221.758359856157,30.3514147250699,..,2.01854355976227,1.58914803567856,..,..,..,..,..,..,..,..
1963,YR1963,United States,USA,80.294379554041,15.5093798847842,1.43916476170683,20.6619528854804,39.2241843776752,..,1.2396694214876,1.08838601136836,..,..,..,..,..,..,..,..
1964,YR1964,Australia,AUS,20.1105778279691,14.0210982427825,1.96235442011452,1.45360113507673,55.3179278230501,..,2.86624203821656,3.28948394298452,..,..,..,..,..,..,..,..
1964,YR1964,Austria,AUT,..,20.1756883836729,0.666548205291217,87.4763986437394,22.496148495785,..,3.86856354936625,3.18378821910493,..,..,..,..,..,..,..,..
1964,YR1964,Belgium,BEL,..,19.5741407309437,0.94647753571233,285.743845216332,25.0324025739506,..,4.16876058564369,4.64242655848659,..,..,..,..,..,..,..,..
