"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1976","1976","PC","Percentage","0","Units",,,8.9525,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1977","1977","PC","Percentage","0","Units",,,8.1008333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1978","1978","PC","Percentage","0","Units",,,7.7358333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1979","1979","PC","Percentage","0","Units",,,8.775,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1980","1980","PC","Percentage","0","Units",,,10.2083333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1981","1981","PC","Percentage","0","Units",,,11.5525,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1982","1982","PC","Percentage","0","Units",,,10.0975,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1983","1983","PC","Percentage","0","Units",,,8.6108333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1984","1984","PC","Percentage","0","Units",,,8.3283333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1985","1985","PC","Percentage","0","Units",,,7.3275,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1986","1986","PC","Percentage","0","Units",,,6.3175,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1987","1987","PC","Percentage","0","Units",,,6.4025,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1988","1988","PC","Percentage","0","Units",,,6.4158333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1989","1989","PC","Percentage","0","Units",,,7.2183333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1990","1990","PC","Percentage","0","Units",,,8.9208333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1991","1991","PC","Percentage","0","Units",,,8.7391666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1992","1992","PC","Percentage","0","Units",,,8.1025,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1993","1993","PC","Percentage","0","Units",,,6.3590833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1994","1994","PC","Percentage","0","Units",,,6.86325,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1995","1995","PC","Percentage","0","Units",,,6.8996666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1996","1996","PC","Percentage","0","Units",,,6.1499166667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.5771666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.6316666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","1999","1999","PC","Percentage","0","Units",,,4.6285,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.4033333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.957,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.89025,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.1231666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.095,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.3739166667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.7816666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.28775,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.22775,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.6868333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.9900833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.9885833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.93225,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.9605833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.4546666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.6903333333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.2910833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.5220833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.5769166667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.0701666667,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.37675,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.3280833333,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2022","2022","PC","Percentage","0","Units",,,0.9088219156,,
"NLD","Netherlands","IRL","Long-term interest rate on government bonds","A","Annual","2023","2023","PC","Percentage","0","Units",,,1.4680873017,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1972","1972","PC","Percentage","0","Units",,,0.4305179758,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1973","1973","PC","Percentage","0","Units",,,1.0383053539,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1974","1974","PC","Percentage","0","Units",,,-11.3010751461,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1975","1975","PC","Percentage","0","Units",,,-9.8790099448,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1976","1976","PC","Percentage","0","Units",,,-6.7148218055,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1977","1977","PC","Percentage","0","Units",,,-5.4789817112,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1978","1978","PC","Percentage","0","Units",,,-2.4184767115,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1979","1979","PC","Percentage","0","Units",,,-2.9678552081,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1980","1980","PC","Percentage","0","Units",,,-3.9196311876,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1981","1981","PC","Percentage","0","Units",,,-4.3070292867,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1982","1982","PC","Percentage","0","Units",,,-6.911355973,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1983","1983","PC","Percentage","0","Units",,,-3.8586803655,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1984","1984","PC","Percentage","0","Units",,,-7.7162176796,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1985","1985","PC","Percentage","0","Units",,,-6.2923387553,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1986","1986","PC","Percentage","0","Units",,,-5.1144190134,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1987","1987","PC","Percentage","0","Units",,,-3.9203647184,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1988","1988","PC","Percentage","0","Units",,,-0.2540489044,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1989","1989","PC","Percentage","0","Units",,,-2.9477227078,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1990","1990","PC","Percentage","0","Units",,,-2.7934636602,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1991","1991","PC","Percentage","0","Units",,,-2.3646538088,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1992","1992","PC","Percentage","0","Units",,,-3.6464531484,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1993","1993","PC","Percentage","0","Units",,,-3.3363912897,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1994","1994","PC","Percentage","0","Units",,,-3.0905622265,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1995","1995","PC","Percentage","0","Units",,,-3.9081526151,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1996","1996","PC","Percentage","0","Units",,,-4.7492038217,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1997","1997","PC","Percentage","0","Units",,,-5.1914541271,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1998","1998","PC","Percentage","0","Units",,,-2.6580018702,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","1999","1999","PC","Percentage","0","Units",,,-4.8913190104,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2000","2000","PC","Percentage","0","Units",,,-3.2421881601,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2001","2001","PC","Percentage","0","Units",,,-0.8115148012,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2002","2002","PC","Percentage","0","Units",,,-2.1714901225,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2003","2003","PC","Percentage","0","Units",,,-2.4431774024,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2004","2004","PC","Percentage","0","Units",,,-4.564437386,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2005","2005","PC","Percentage","0","Units",,,-7.0731191622,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2006","2006","PC","Percentage","0","Units",,,-7.1391793761,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2007","2007","PC","Percentage","0","Units",,,-6.7971444789,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2008","2008","PC","Percentage","0","Units",,,-7.6827659013,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.268770913,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2010","2010","PC","Percentage","0","Units",,,-2.2413314015,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.803605448,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.9254552528,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2013","2013","PC","Percentage","0","Units",,,-3.086224888,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.1166200364,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2015","2015","PC","Percentage","0","Units",,,-2.7200883651,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2016","2016","PC","Percentage","0","Units",,,-2.1164953867,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2017","2017","PC","Percentage","0","Units",,,-2.7900464717,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2018","2018","PC","Percentage","0","Units",,,-3.9337241502,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.8962914598,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2020","2020","PC","Percentage","0","Units",,,-1.1118652434,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2021","2021","PC","Percentage","0","Units",,,-5.5815335221,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2022","2022","PC","Percentage","0","Units",,,-6.515264353,,
"NZL","New Zealand","CBGDPR","Current account balance as a percentage of GDP","A","Annual","2023","2023","PC","Percentage","0","Units",,,-6.7040396953,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1986","1986","PC","Percentage","0","Units",,,-6.8018470721,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1987","1987","PC","Percentage","0","Units",,,-2.6235043142,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1988","1988","PC","Percentage","0","Units",,,-4.8600071844,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1989","1989","PC","Percentage","0","Units",,,-3.6095107259,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1990","1990","PC","Percentage","0","Units",,,-4.8945494838,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1991","1991","PC","Percentage","0","Units",,,-3.5812767042,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1992","1992","PC","Percentage","0","Units",,,-2.9846871534,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1993","1993","PC","Percentage","0","Units",,,-0.4084010241,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1994","1994","PC","Percentage","0","Units",,,2.5755010888,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.3701224473,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.4190712354,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1997","1997","PC","Percentage","0","Units",,,0.8597508764,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1998","1998","PC","Percentage","0","Units",,,-0.0188912713,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","1999","1999","PC","Percentage","0","Units",,,-0.2194303803,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.6840450881,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.3712620837,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.3421349869,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.5043840127,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.1174048585,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.7995721553,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.3601548213,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.4650264158,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.5769332278,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.7253395599,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2010","2010","PC","Percentage","0","Units",,,-6.847547784,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2011","2011","PC","Percentage","0","Units",,,-4.0561289772,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2012","2012","PC","Percentage","0","Units",,,-2.1090754154,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6396934382,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.4669948776,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.1676712372,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.1983347086,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.6409984253,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.8823121204,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.5657624672,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2020","2020","PC","Percentage","0","Units",,,-7.3496020238,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2021","2021","PC","Percentage","0","Units",,,-4.2381053898,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2022","2022","PC","Percentage","0","Units",,,-5.112849375,,
"NZL","New Zealand","NLGQ","General government net lending as a percentage of GDP","A","Annual","2023","2023","PC","Percentage","0","Units",,,-3.6284485057,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1963","1963","IDX","Index","0","Units","2009_10","2009-10",0.0544335468,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1964","1964","IDX","Index","0","Units","2009_10","2009-10",0.0563250602,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1965","1965","IDX","Index","0","Units","2009_10","2009-10",0.0582386966,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1966","1966","IDX","Index","0","Units","2009_10","2009-10",0.0598434519,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1967","1967","IDX","Index","0","Units","2009_10","2009-10",0.063468122,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1968","1968","IDX","Index","0","Units","2009_10","2009-10",0.066204821,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1969","1969","IDX","Index","0","Units","2009_10","2009-10",0.0694655687,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1970","1970","IDX","Index","0","Units","2009_10","2009-10",0.0739927673,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1971","1971","IDX","Index","0","Units","2009_10","2009-10",0.0816788147,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1972","1972","IDX","Index","0","Units","2009_10","2009-10",0.0873414524,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1973","1973","IDX","Index","0","Units","2009_10","2009-10",0.0944743374,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1974","1974","IDX","Index","0","Units","2009_10","2009-10",0.1049698685,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1975","1975","IDX","Index","0","Units","2009_10","2009-10",0.1203846451,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1976","1976","IDX","Index","0","Units","2009_10","2009-10",0.1407379401,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1977","1977","IDX","Index","0","Units","2009_10","2009-10",0.1609810688,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1978","1978","IDX","Index","0","Units","2009_10","2009-10",0.1802289236,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1979","1979","IDX","Index","0","Units","2009_10","2009-10",0.2049195642,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1980","1980","IDX","Index","0","Units","2009_10","2009-10",0.2400644163,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1981","1981","IDX","Index","0","Units","2009_10","2009-10",0.2769626872,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1982","1982","IDX","Index","0","Units","2009_10","2009-10",0.3217300896,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1983","1983","IDX","Index","0","Units","2009_10","2009-10",0.3453485357,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1984","1984","IDX","Index","0","Units","2009_10","2009-10",0.3666608588,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1985","1985","IDX","Index","0","Units","2009_10","2009-10",0.4231913872,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1986","1986","IDX","Index","0","Units","2009_10","2009-10",0.4791093561,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1987","1987","IDX","Index","0","Units","2009_10","2009-10",0.5545417333,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1988","1988","IDX","Index","0","Units","2009_10","2009-10",0.5898951905,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1989","1989","IDX","Index","0","Units","2009_10","2009-10",0.6236135505,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1990","1990","IDX","Index","0","Units","2009_10","2009-10",0.6616442449,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1991","1991","IDX","Index","0","Units","2009_10","2009-10",0.6788628665,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1992","1992","IDX","Index","0","Units","2009_10","2009-10",0.6857503152,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1993","1993","IDX","Index","0","Units","2009_10","2009-10",0.6945842164,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1994","1994","IDX","Index","0","Units","2009_10","2009-10",0.7067073235,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1995","1995","IDX","Index","0","Units","2009_10","2009-10",0.733243765,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1996","1996","IDX","Index","0","Units","2009_10","2009-10",0.7500036222,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1997","1997","IDX","Index","0","Units","2009_10","2009-10",0.7589072965,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1998","1998","IDX","Index","0","Units","2009_10","2009-10",0.768509298,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","1999","1999","IDX","Index","0","Units","2009_10","2009-10",0.7676311509,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2000","2000","IDX","Index","0","Units","2009_10","2009-10",0.7877064926,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2001","2001","IDX","Index","0","Units","2009_10","2009-10",0.8083902519,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2002","2002","IDX","Index","0","Units","2009_10","2009-10",0.8300315923,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2003","2003","IDX","Index","0","Units","2009_10","2009-10",0.84458683,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2004","2004","IDX","Index","0","Units","2009_10","2009-10",0.863929975,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2005","2005","IDX","Index","0","Units","2009_10","2009-10",0.8901677068,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2006","2006","IDX","Index","0","Units","2009_10","2009-10",0.9201254506,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2007","2007","IDX","Index","0","Units","2009_10","2009-10",0.9419889502,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2008","2008","IDX","Index","0","Units","2009_10","2009-10",0.9792817676,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2009","2009","IDX","Index","0","Units","2009_10","2009-10",1,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2010","2010","IDX","Index","0","Units","2009_10","2009-10",1.0230202577,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2011","2011","IDX","Index","0","Units","2009_10","2009-10",1.064226519,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2012","2012","IDX","Index","0","Units","2009_10","2009-10",1.0755064455,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2013","2013","IDX","Index","0","Units","2009_10","2009-10",1.087707182,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2014","2014","IDX","Index","0","Units","2009_10","2009-10",1.1010589319,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2015","2015","IDX","Index","0","Units","2009_10","2009-10",1.1042817678,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2016","2016","IDX","Index","0","Units","2009_10","2009-10",1.1114180477,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2017","2017","IDX","Index","0","Units","2009_10","2009-10",1.1319880292,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2018","2018","IDX","Index","0","Units","2009_10","2009-10",1.1500805707,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2019","2019","IDX","Index","0","Units","2009_10","2009-10",1.1687076425,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2020","2020","IDX","Index","0","Units","2009_10","2009-10",1.1887458561,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2021","2021","IDX","Index","0","Units","2009_10","2009-10",1.235595764,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2022","2022","IDX","Index","0","Units","2009_10","2009-10",1.3172479591,,
"NZL","New Zealand","CPI","Consumer price index","A","Annual","2023","2023","IDX","Index","0","Units","2009_10","2009-10",1.3781035563,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1970","1970","PC","Percentage","0","Units",,,5.5075,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1971","1971","PC","Percentage","0","Units",,,5.5166666667,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.5233333333,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1973","1973","PC","Percentage","0","Units",,,5.7966666667,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1974","1974","PC","Percentage","0","Units",,,6.0825,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1975","1975","PC","Percentage","0","Units",,,6.3266666667,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1976","1976","PC","Percentage","0","Units",,,8.3416666667,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1977","1977","PC","Percentage","0","Units",,,9.2391666667,,
"NZL","New Zealand","IRL","Long-term interest rate on government bonds","A","Annual","1978","1978","PC","Percentage","0","Units",,,9.9791666667,,
