"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,2.08,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,2.09,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,2.05,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.99,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.93,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.67,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.52,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.47,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.43,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.37,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.33,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.29,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.19,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.2,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.24,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.25,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.24,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.25,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.32,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.41,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.45,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.34,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.34,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.37,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.4,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.48,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.52,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.54,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.56,,
"SVK","Slovak Republic","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.53,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2.11,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,2.13,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,2.14,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,2.33,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,2.36,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.18,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,2.01,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,1.9,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,1.83,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,1.86,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,1.91,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,1.98,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.07,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.29,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.43,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.4,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.36,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.32,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.32,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.29,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,2.1,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,2.02,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,2.01,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.96,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.97,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.96,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.94,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.91,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.94,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.87,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.89,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.86,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.72,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.67,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.44,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.28,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.19,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.17,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.16,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.13,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.14,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.15,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.17,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.18,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.23,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.28,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.33,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.44,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.5,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.49,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.49,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.43,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.45,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.46,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.53,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.57,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.63,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.69,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.71,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.71,,
"CZE","Czech Republic","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.71,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,6.74,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,6.71,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,6.66,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,6.58,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,6.48,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,6.33,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,6.16,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,5.96,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,5.74,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,5.51,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,5.28,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,5.06,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,4.86,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,4.68,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,4.53,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,4.4,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,4.29,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,4.18,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,4.07,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,3.97,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,3.86,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,3.74,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,3.63,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,3.53,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,3.43,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,3.34,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,3.27,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,3.21,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,3.16,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,3.12,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,3.08,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,3.05,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,3.01,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,2.97,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,2.92,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,2.86,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,2.8,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,2.74,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,2.68,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,2.63,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,2.57,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,2.52,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,2.46,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,2.4,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,2.33,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,2.26,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,2.2,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,2.14,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.08,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,2.03,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.99,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.96,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.93,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.91,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.88,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.86,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.84,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.83,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.81,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.79,,
"COL","Colombia","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.77,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,1.96,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,1.98,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,2,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,2.05,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.14,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,1.58,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,2.23,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.13,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.13,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.13,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.16,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.14,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.14,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.05,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,1.91,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,1.85,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,1.8,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,1.79,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,1.77,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,1.75,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,1.74,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.77,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.8,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.81,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.76,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.72,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.69,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.66,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.57,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.54,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.53,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.5,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.46,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.5,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.42,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.43,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.39,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.38,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.34,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.36,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.33,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.32,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.29,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.29,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.26,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.32,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.34,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.37,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.37,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.39,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.39,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.41,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.43,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.42,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.45,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.44,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.43,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.42,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.36,,
"JPN","Japan","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.33,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2.91,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,2.94,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,2.91,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,2.93,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,2.98,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.94,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,2.9,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,2.81,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.75,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.69,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.5,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.49,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.38,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.23,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.13,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,1.98,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,1.86,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,1.75,,
"NOR","Norway","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,1.77,,
