"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,2.12,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,2.16,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.15,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,2.1,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,2.08,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,2.05,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,2.11,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,2.11,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,2.18,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,2.15,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,2.11,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,2.07,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.99,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.88,,
"TUR","Türkiye","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.76,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2.86,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,2.76,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,2.8,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,2.88,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,3.01,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.94,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,2.99,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,3.03,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.96,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.93,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.9,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.88,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.86,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,2.84,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,2.89,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,2.8,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,2.8,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,2.67,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,2.55,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,2.37,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,2.22,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,2.04,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.94,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.8,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.73,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.64,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.56,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.5,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.45,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.4,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.36,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.33,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.32,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.27,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.2,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.17,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.16,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.18,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.16,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.19,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.23,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.24,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.25,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.3,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.31,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.33,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.36,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.38,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.45,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.38,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.37,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.34,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.32,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.27,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.32,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.33,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.34,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.31,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.26,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.24,,
"ESP","Spain","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.36,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,2.54,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,2.63,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,2.59,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,2.68,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,2.72,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,2.62,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,2.52,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,2.41,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,2.31,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,2.28,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,2.25,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,2.21,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,2.09,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,1.95,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,1.83,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,1.74,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,1.73,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,1.71,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,1.69,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,1.69,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,1.68,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,1.67,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,1.61,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,1.56,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,1.54,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,1.51,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,1.54,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,1.54,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,1.57,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,1.58,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,1.62,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,1.65,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.64,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.6,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.55,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.55,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.58,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.59,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,1.57,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,1.59,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,1.64,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,1.64,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,1.62,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,1.64,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,1.7,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,1.74,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,1.78,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,1.8,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,1.86,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,1.83,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,1.84,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,1.81,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,1.79,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,1.74,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,1.73,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,1.69,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,1.67,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,1.64,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,1.61,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,1.57,,
"BEL","Belgium","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,1.72,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,6.77,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,6.76,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,6.76,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,6.75,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,6.75,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,6.76,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,6.77,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,6.79,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,6.81,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,6.83,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,6.83,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,6.79,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,6.7,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,6.56,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,6.37,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,6.13,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,5.86,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,5.59,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,5.32,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,5.06,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,4.84,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,4.64,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,4.46,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,4.3,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,4.15,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,4.02,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,3.9,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,3.79,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,3.68,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,3.57,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,3.47,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,3.37,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,3.27,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,3.18,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,3.1,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,3.02,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,2.95,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,2.88,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,2.82,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,2.77,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,2.72,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,2.67,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,2.62,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,2.58,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,2.54,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,2.5,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,2.46,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,2.42,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.39,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,2.36,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,2.34,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,2.32,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,2.3,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,2.27,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,2.24,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,2.22,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,2.19,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,2.16,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,2.13,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,2.1,,
"MEX","Mexico","TOTAL","Total","FAM1","Total fertility rate","2020","2020","CHLD","Children","0","Units",,,2.08,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1960","1960","CHLD","Children","0","Units",,,3.76,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1961","1961","CHLD","Children","0","Units",,,3.79,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1962","1962","CHLD","Children","0","Units",,,3.92,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1963","1963","CHLD","Children","0","Units",,,4.01,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1964","1964","CHLD","Children","0","Units",,,4.06,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1965","1965","CHLD","Children","0","Units",,,4.03,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1966","1966","CHLD","Children","0","Units",,,3.95,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1967","1967","CHLD","Children","0","Units",,,3.84,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1968","1968","CHLD","Children","0","Units",,,3.78,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1969","1969","CHLD","Children","0","Units",,,3.85,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1970","1970","CHLD","Children","0","Units",,,3.87,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1971","1971","CHLD","Children","0","Units",,,3.98,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1972","1972","CHLD","Children","0","Units",,,3.88,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1973","1973","CHLD","Children","0","Units",,,3.74,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1974","1974","CHLD","Children","0","Units",,,3.62,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,3.4,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,3.31,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,3.27,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,3.24,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,3.23,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,3.23,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,3.07,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,2.96,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,2.76,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,2.59,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,2.5,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,2.44,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,2.31,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,2.17,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,2.08,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,2.12,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,2.09,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,1.99,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,1.91,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,1.85,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,1.85,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,1.89,,
"IRL","Ireland","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,1.94,,
